195.0000000000	150.0000000000	3.0000000000	
195.0000000000	154.0000000000	6.0000000000	
205.0000000000	154.0000000000	6.0000000000	
205.0000000000	150.0000000000	3.0000000000	
#

195.0000000000	150.0000000000	3.0000000000	
195.0000000000	146.0000000000	6.0000000000	
205.0000000000	146.0000000000	6.0000000000	
205.0000000000	150.0000000000	3.0000000000	
#

195.0000000000	150.0000000000	3.0000000000	
195.0000000000	146.0000000000	0.0000000000	
205.0000000000	146.0000000000	0.0000000000	
205.0000000000	150.0000000000	3.0000000000	
#

195.0000000000	150.0000000000	3.0000000000	
195.0000000000	154.0000000000	0.0000000000	
205.0000000000	154.0000000000	0.0000000000	
205.0000000000	150.0000000000	3.0000000000	
#

195.0000000000	150.0000000000	3.0000000000	
195.0000000000	154.0000000000	6.0000000000	
205.0000000000	154.0000000000	6.0000000000	
205.0000000000	150.0000000000	3.0000000000	
#

